"建物他項權利登記","棟數_棟","設定","移轉","變更","塗銷","其他","面積_平方公尺","設定","移轉","變更","塗銷","其他"
"107年 4月/ 彰化縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 彰化縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 登記項目總計","904","447","1","130","326","-","213,835.69","106,993.31","97.20","31,729.33","75,015.85","-"
"107年 4月/ 南投縣 / 抵押權","904","447","1","130","326","-","213,835.69","106,993.31","97.20","31,729.33","75,015.85","-"
"107年 4月/ 南投縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 南投縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 登記項目總計","963","500","-","80","383","-","268,734.09","126,869.02","-","50,570.57","91,294.50","-"
"107年 4月/ 雲林縣 / 抵押權","963","500","-","80","383","-","268,734.09","126,869.02","-","50,570.57","91,294.50","-"
"107年 4月/ 雲林縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 雲林縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 登記項目總計","906","485","3","125","293","-","247,794.36","137,196.80","447.87","52,701.35","57,448.34","-"
"107年 4月/ 嘉義縣 / 抵押權","906","485","3","125","293","-","247,794.36","137,196.80","447.87","52,701.35","57,448.34","-"
"107年 4月/ 嘉義縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 登記項目總計","1,582","784","2","207","589","-","284,314.01","146,704.44","284.58","37,002.75","100,322.24","-"
"107年 4月/ 屏東縣 / 抵押權","1,582","784","2","207","589","-","284,314.01","146,704.44","284.58","37,002.75","100,322.24","-"
"107年 4月/ 屏東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 屏東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 登記項目總計","392","201","1","23","167","-","115,052.91","57,391.12","152.11","6,264.92","51,244.76","-"
"107年 4月/ 臺東縣 / 抵押權","392","201","1","23","167","-","115,052.91","57,391.12","152.11","6,264.92","51,244.76","-"
"107年 4月/ 臺東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 臺東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 登記項目總計","829","429","2","58","340","-","159,602.13","92,593.83","532.87","9,408.86","57,066.57","-"
"107年 4月/ 花蓮縣 / 抵押權","829","429","2","58","340","-","159,602.13","92,593.83","532.87","9,408.86","57,066.57","-"
"107年 4月/ 花蓮縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 花蓮縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 登記項目總計","109","60","2","7","40","-","20,174.89","11,539.10","82.11","1,379.43","7,174.25","-"
"107年 4月/ 澎湖縣 / 抵押權","109","60","2","7","40","-","20,174.89","11,539.10","82.11","1,379.43","7,174.25","-"
"107年 4月/ 澎湖縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 澎湖縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 登記項目總計","1,441","647","-","79","715","-","102,722.46","50,867.30","-","7,718.51","44,136.65","-"
"107年 4月/ 基隆市 / 抵押權","1,441","647","-","79","715","-","102,722.46","50,867.30","-","7,718.51","44,136.65","-"
"107年 4月/ 基隆市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 基隆市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 登記項目總計","1,617","903","-","57","657","-","167,424.60","92,231.07","-","8,217.13","66,976.40","-"
"107年 4月/ 新竹市 / 抵押權","1,617","903","-","57","657","-","167,424.60","92,231.07","-","8,217.13","66,976.40","-"
"107年 4月/ 新竹市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 新竹市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 登記項目總計","713","368","-","25","320","-","96,279.81","53,227.68","-","6,899.64","36,152.49","-"
"107年 4月/ 嘉義市 / 抵押權","713","368","-","25","320","-","96,279.81","53,227.68","-","6,899.64","36,152.49","-"
"107年 4月/ 嘉義市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 嘉義市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 登記項目總計","151","90","-","23","38","-","22,216.09","10,464.12","-","2,419.36","9,332.61","-"
"107年 4月/ 金門縣 / 抵押權","151","90","-","23","38","-","22,216.09","10,464.12","-","2,419.36","9,332.61","-"
"107年 4月/ 金門縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 金門縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 登記項目總計","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 抵押權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 4月/ 連江縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 登記項目總計","102,553","54,166","87","11,083","37,217","-","15,956,939.74","7,783,035.37","23,476.12","2,894,319.99","5,256,108.26","-"
"107年 5月/ 區域別總計 / 抵押權","102,553","54,166","87","11,083","37,217","-","15,956,939.74","7,783,035.37","23,476.12","2,894,319.99","5,256,108.26","-"
"107年 5月/ 區域別總計 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 區域別總計 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 登記項目總計","23,191","12,162","24","2,788","8,217","-","2,638,173.31","1,259,679.71","2,973.06","392,366.64","983,153.90","-"
"107年 5月/ 新北市 / 抵押權","23,191","12,162","24","2,788","8,217","-","2,638,173.31","1,259,679.71","2,973.06","392,366.64","983,153.90","-"
"107年 5月/ 新北市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新北市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 登記項目總計","11,386","6,385","11","255","4,735","-","1,142,777.98","667,373.13","954.22","21,671.98","452,778.65","-"
"107年 5月/ 臺北市 / 抵押權","11,386","6,385","11","255","4,735","-","1,142,777.98","667,373.13","954.22","21,671.98","452,778.65","-"
"107年 5月/ 臺北市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺北市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 登記項目總計","13,474","6,649","9","2,482","4,334","-","2,483,139.15","1,087,980.92","658.34","742,268.97","652,230.92","-"
"107年 5月/ 桃園市 / 抵押權","13,474","6,649","9","2,482","4,334","-","2,483,139.15","1,087,980.92","658.34","742,268.97","652,230.92","-"
"107年 5月/ 桃園市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 桃園市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 登記項目總計","12,799","7,187","6","866","4,740","-","2,272,906.89","1,077,538.04","1,101.13","528,335.50","665,932.22","-"
"107年 5月/ 臺中市 / 抵押權","12,799","7,187","6","866","4,740","-","2,272,906.89","1,077,538.04","1,101.13","528,335.50","665,932.22","-"
"107年 5月/ 臺中市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺中市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 登記項目總計","7,081","3,914","9","649","2,509","-","1,343,505.43","628,167.01","981.26","165,380.37","548,976.79","-"
"107年 5月/ 臺南市 / 抵押權","7,081","3,914","9","649","2,509","-","1,343,505.43","628,167.01","981.26","165,380.37","548,976.79","-"
"107年 5月/ 臺南市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺南市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 登記項目總計","12,354","6,084","6","1,866","4,398","-","1,669,078.17","815,182.61","3,625.58","251,760.89","598,509.09","-"
"107年 5月/ 高雄市 / 抵押權","12,354","6,084","6","1,866","4,398","-","1,669,078.17","815,182.61","3,625.58","251,760.89","598,509.09","-"
"107年 5月/ 高雄市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 高雄市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 登記項目總計","2,207","1,009","1","653","544","-","434,129.79","194,827.20","2,303.58","137,858.42","99,140.59","-"
"107年 5月/ 宜蘭縣 / 抵押權","2,207","1,009","1","653","544","-","434,129.79","194,827.20","2,303.58","137,858.42","99,140.59","-"
"107年 5月/ 宜蘭縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 宜蘭縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 登記項目總計","3,040","1,930","-","55","1,055","-","362,723.36","211,277.77","-","10,115.16","141,330.43","-"
"107年 5月/ 新竹縣 / 抵押權","3,040","1,930","-","55","1,055","-","362,723.36","211,277.77","-","10,115.16","141,330.43","-"
"107年 5月/ 新竹縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 登記項目總計","1,672","906","-","175","591","-","307,994.75","161,188.72","-","39,229.13","107,576.90","-"
"107年 5月/ 苗栗縣 / 抵押權","1,672","906","-","175","591","-","307,994.75","161,188.72","-","39,229.13","107,576.90","-"
"107年 5月/ 苗栗縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 苗栗縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 登記項目總計","3,253","1,705","4","408","1,136","-","905,967.85","433,795.19","1,489.86","242,855.23","227,827.57","-"
"107年 5月/ 彰化縣 / 抵押權","3,253","1,705","4","408","1,136","-","905,967.85","433,795.19","1,489.86","242,855.23","227,827.57","-"
"107年 5月/ 彰化縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 彰化縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 登記項目總計","1,212","623","1","114","474","-","382,394.73","207,053.18","991.20","83,122.73","91,227.62","-"
"107年 5月/ 南投縣 / 抵押權","1,212","623","1","114","474","-","382,394.73","207,053.18","991.20","83,122.73","91,227.62","-"
"107年 5月/ 南投縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 南投縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 登記項目總計","1,144","570","1","130","443","-","383,183.57","209,468.91","128.51","83,820.91","89,765.24","-"
"107年 5月/ 雲林縣 / 抵押權","1,144","570","1","130","443","-","383,183.57","209,468.91","128.51","83,820.91","89,765.24","-"
"107年 5月/ 雲林縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 雲林縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 登記項目總計","1,107","551","1","89","466","-","273,893.91","127,551.54","5,543.68","44,208.27","96,590.42","-"
"107年 5月/ 嘉義縣 / 抵押權","1,107","551","1","89","466","-","273,893.91","127,551.54","5,543.68","44,208.27","96,590.42","-"
"107年 5月/ 嘉義縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 登記項目總計","1,970","946","4","237","783","-","565,370.07","266,931.98","518.52","107,601.36","190,318.21","-"
"107年 5月/ 屏東縣 / 抵押權","1,970","946","4","237","783","-","565,370.07","266,931.98","518.52","107,601.36","190,318.21","-"
"107年 5月/ 屏東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
